filename_adv,type_adv,RA_center_adv,DEC_center_adv,sig_adv,Nr_adv,RA_adv,DEC_adv,Roll_adv,base_name,attack,level,filename_gen,type_gen,RA_center_gen,DEC_center_gen,sig_gen,Nr_gen,RA_gen,DEC_gen,Roll_gen,RA_error,DEC_error,Roll_error
20090110_160901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090110_160901_s4h1A.fts,star_spoofing,very_subtle,20090110_160901_s4h1A.fts,genuine,350.0,-5.0,0.00061926,23.0,348.1246,-4.8428,-155.9716,,,
20090110_164901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090110_164901_s4h1A.fts,star_spoofing,very_subtle,20090110_164901_s4h1A.fts,genuine,350.0,-5.0,0.00049475,21.0,348.1521,-4.8294,-155.978,,,
20090110_172901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090110_172901_s4h1A.fts,star_spoofing,very_subtle,20090110_172901_s4h1A.fts,genuine,350.0,-5.0,0.00056923,23.0,348.1769,-4.8237,-155.9491,,,
20090110_180901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090110_180901_s4h1A.fts,star_spoofing,very_subtle,20090110_180901_s4h1A.fts,genuine,350.0,-5.0,0.00060851,23.0,348.2042,-4.8118,-155.9689,,,
20090110_184901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090110_184901_s4h1A.fts,star_spoofing,very_subtle,20090110_184901_s4h1A.fts,genuine,350.0,-5.0,0.00058159,23.0,348.2305,-4.7971,-155.9618,,,
20090110_192901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090110_192901_s4h1A.fts,star_spoofing,very_subtle,20090110_192901_s4h1A.fts,genuine,350.0,-5.0,0.00045872,20.0,348.2567,-4.785,-155.9566,,,
20090110_200901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090110_200901_s4h1A.fts,star_spoofing,very_subtle,20090110_200901_s4h1A.fts,genuine,350.0,-5.0,0.00056342,23.0,348.2829,-4.7782,-155.9354,,,
20090110_212901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00037682,21.0,348.3359,-4.7561,-155.9327,20090110_212901_s4h1A.fts,star_spoofing,very_subtle,20090110_212901_s4h1A.fts,genuine,350.0,-5.0,0.00051143,23.0,348.3365,-4.7523,-155.9511,-0.0006000000000199179,-0.0038000000000000256,0.01839999999998554
20090111_000901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090111_000901_s4h1A.fts,star_spoofing,very_subtle,20090111_000901_s4h1A.fts,genuine,350.0,-5.0,0.00045005,22.0,348.4455,-4.7063,-155.9642,,,
20090111_004901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090111_004901_s4h1A.fts,star_spoofing,very_subtle,20090111_004901_s4h1A.fts,genuine,350.0,-5.0,0.00043107,22.0,348.472,-4.6959,-155.9581,,,
