filename_adv,type_adv,RA_center_adv,DEC_center_adv,sig_adv,Nr_adv,RA_adv,DEC_adv,Roll_adv,base_name,attack,level,filename_gen,type_gen,RA_center_gen,DEC_center_gen,sig_gen,Nr_gen,RA_gen,DEC_gen,Roll_gen,RA_error,DEC_error,Roll_error
20090111_044901_s4h1A__star_spoofing__subtle.fts,adversarial,,,,,,,,20090111_044901_s4h1A.fts,star_spoofing,subtle,20090111_044901_s4h1A.fts,genuine,350.0,-5.0,0.00034681,22.0,348.6286,-4.6343,-155.9023,,,
20090111_052901_s4h1A__star_spoofing__subtle.fts,adversarial,,,,,,,,20090111_052901_s4h1A.fts,star_spoofing,subtle,20090111_052901_s4h1A.fts,genuine,350.0,-5.0,0.00031583,22.0,348.6555,-4.6238,-155.9028,,,
20090111_064901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00038079,15.0,348.7075,-4.6023,-155.8979,20090111_064901_s4h1A.fts,star_spoofing,subtle,20090111_064901_s4h1A.fts,genuine,350.0,-5.0,0.00047591,23.0,348.7089,-4.6024,-155.8962,-0.0014000000000464752,0.00010000000000065512,-0.0016999999999995907
20090111_072901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00041902,15.0,348.7356,-4.5912,-155.8967,20090111_072901_s4h1A.fts,star_spoofing,subtle,20090111_072901_s4h1A.fts,genuine,350.0,-5.0,0.00038348,23.0,348.7353,-4.5916,-155.8946,0.00029999999998153726,0.00039999999999995595,-0.0021000000000128694
20090111_080901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00053592,14.0,348.762,-4.58,-155.9022,20090111_080901_s4h1A.fts,star_spoofing,subtle,20090111_080901_s4h1A.fts,genuine,350.0,-5.0,0.0004391,23.0,348.7617,-4.5801,-155.8988,0.00029999999998153726,9.999999999976694e-05,-0.0033999999999991815
20090111_084901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00037744,15.0,348.7892,-4.5688,-155.9019,20090111_084901_s4h1A.fts,star_spoofing,subtle,20090111_084901_s4h1A.fts,genuine,350.0,-5.0,0.00036759,23.0,348.7886,-4.569,-155.898,0.0006000000000199179,0.00019999999999953388,-0.0039000000000157797
20090111_092901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00031462,15.0,348.8149,-4.5571,-155.8898,20090111_092901_s4h1A.fts,star_spoofing,subtle,20090111_092901_s4h1A.fts,genuine,350.0,-5.0,0.00032751,23.0,348.8155,-4.5573,-155.8917,-0.0005999999999630745,0.00019999999999953388,0.0018999999999778083
20090111_100901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00037659,15.0,348.841,-4.5455,-155.8883,20090111_100901_s4h1A.fts,star_spoofing,subtle,20090111_100901_s4h1A.fts,genuine,350.0,-5.0,0.00035166,23.0,348.842,-4.546,-155.8842,-0.0009999999999763531,0.0005000000000006111,-0.004099999999993997
20090111_104901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00038114,14.0,348.8678,-4.5339,-155.8866,20090111_104901_s4h1A.fts,star_spoofing,subtle,20090111_104901_s4h1A.fts,genuine,350.0,-5.0,0.00033264,22.0,348.8687,-4.5345,-155.889,-0.0009000000000014552,0.000600000000000378,0.0024000000000228283
20090111_112901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00033428,15.0,348.8943,-4.5232,-155.8827,20090111_112901_s4h1A.fts,star_spoofing,subtle,20090111_112901_s4h1A.fts,genuine,350.0,-5.0,0.00031207,23.0,348.8948,-4.5234,-155.8796,-0.0004999999999881766,0.00019999999999953388,-0.0030999999999892225
20090111_120901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00034686,15.0,348.9211,-4.5122,-155.8853,20090111_120901_s4h1A.fts,star_spoofing,subtle,20090111_120901_s4h1A.fts,genuine,350.0,-5.0,0.00031119,23.0,348.9213,-4.5122,-155.8848,-0.0001999999999497959,0.0,-0.0004999999999881766
20090111_124901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.000315,15.0,348.9479,-4.5007,-155.8822,20090111_124901_s4h1A.fts,star_spoofing,subtle,20090111_124901_s4h1A.fts,genuine,350.0,-5.0,0.0003198,22.0,348.9484,-4.5015,-155.8776,-0.0004999999999881766,0.0007999999999999119,-0.004600000000010596
20090111_132901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00033323,15.0,348.9743,-4.4897,-155.8775,20090111_132901_s4h1A.fts,star_spoofing,subtle,20090111_132901_s4h1A.fts,genuine,350.0,-5.0,0.00029273,23.0,348.9745,-4.49,-155.8815,-0.0001999999999497959,0.000300000000000189,0.003999999999990678
20090111_140901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00034208,17.0,349.0013,-4.4777,-155.8691,20090111_140901_s4h1A.fts,star_spoofing,subtle,20090111_140901_s4h1A.fts,genuine,350.0,-5.0,0.00029637,23.0,349.0018,-4.4799,-155.8792,-0.0004999999999881766,0.002200000000000202,0.010099999999994225
20090111_144901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00036086,16.0,349.0279,-4.4675,-155.8769,20090111_144901_s4h1A.fts,star_spoofing,subtle,20090111_144901_s4h1A.fts,genuine,350.0,-5.0,0.00028003,23.0,349.0282,-4.4687,-155.8726,-0.0003000000000383807,0.0011999999999998678,-0.004300000000000637
20090111_152901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00030255,15.0,349.054,-4.4558,-155.8718,20090111_152901_s4h1A.fts,star_spoofing,subtle,20090111_152901_s4h1A.fts,genuine,350.0,-5.0,0.00028513,23.0,349.055,-4.4566,-155.8725,-0.0010000000000331966,0.0007999999999999119,0.0006999999999948159
20090111_160901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00044898,15.0,349.0822,-4.4439,-155.8941,20090111_160901_s4h1A.fts,star_spoofing,subtle,20090111_160901_s4h1A.fts,genuine,350.0,-5.0,0.00030449,25.0,349.0813,-4.4461,-155.8797,0.0009000000000014552,0.002200000000000202,-0.014399999999994861
20090111_164901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.0003217,16.0,349.1063,-4.4331,-155.8656,20090111_164901_s4h1A.fts,star_spoofing,subtle,20090111_164901_s4h1A.fts,genuine,350.0,-5.0,0.00024797,24.0,349.1074,-4.4346,-155.8638,-0.0011000000000080945,0.0015000000000000568,-0.0018000000000029104
20090111_172901_s4h1A__star_spoofing__subtle.fts,adversarial,,,,,,,,20090111_172901_s4h1A.fts,star_spoofing,subtle,20090111_172901_s4h1A.fts,genuine,350.0,-5.0,0.0002391,25.0,349.134,-4.4233,-155.8637,,,
20090111_180901_s4h1A__star_spoofing__subtle.fts,adversarial,350.0,-5.0,0.00027233,16.0,349.1598,-4.4112,-155.8599,20090111_180901_s4h1A.fts,star_spoofing,subtle,20090111_180901_s4h1A.fts,genuine,350.0,-5.0,0.00020953,24.0,349.1607,-4.4123,-155.8631,-0.0009000000000014552,0.001100000000000101,0.003199999999992542
20090111_184901_s4h1A__star_spoofing__subtle.fts,adversarial,,,,,,,,20090111_184901_s4h1A.fts,star_spoofing,subtle,20090111_184901_s4h1A.fts,genuine,350.0,-5.0,0.00021117,24.0,349.1872,-4.401,-155.8574,,,
