filename_adv,type_adv,RA_center_adv,DEC_center_adv,sig_adv,Nr_adv,RA_adv,DEC_adv,Roll_adv,base_name,attack,level,filename_gen,type_gen,RA_center_gen,DEC_center_gen,sig_gen,Nr_gen,RA_gen,DEC_gen,Roll_gen,RA_error,DEC_error,Roll_error
20090111_084901_s4h1A__star_spoofing__very_heavy.fts,adversarial,,,,,,,,20090111_084901_s4h1A.fts,star_spoofing,very_heavy,20090111_084901_s4h1A.fts,genuine,350.0,-5.0,0.00036759,23.0,348.7886,-4.569,-155.898,,,
20090111_092901_s4h1A__star_spoofing__very_heavy.fts,adversarial,,,,,,,,20090111_092901_s4h1A.fts,star_spoofing,very_heavy,20090111_092901_s4h1A.fts,genuine,350.0,-5.0,0.00032751,23.0,348.8155,-4.5573,-155.8917,,,
20090111_100901_s4h1A__star_spoofing__very_heavy.fts,adversarial,,,,,,,,20090111_100901_s4h1A.fts,star_spoofing,very_heavy,20090111_100901_s4h1A.fts,genuine,350.0,-5.0,0.00035166,23.0,348.842,-4.546,-155.8842,,,
20090111_104901_s4h1A__star_spoofing__very_heavy.fts,adversarial,,,,,,,,20090111_104901_s4h1A.fts,star_spoofing,very_heavy,20090111_104901_s4h1A.fts,genuine,350.0,-5.0,0.00033264,22.0,348.8687,-4.5345,-155.889,,,
20090111_112901_s4h1A__star_spoofing__very_heavy.fts,adversarial,,,,,,,,20090111_112901_s4h1A.fts,star_spoofing,very_heavy,20090111_112901_s4h1A.fts,genuine,350.0,-5.0,0.00031207,23.0,348.8948,-4.5234,-155.8796,,,
20090111_120901_s4h1A__star_spoofing__very_heavy.fts,adversarial,,,,,,,,20090111_120901_s4h1A.fts,star_spoofing,very_heavy,20090111_120901_s4h1A.fts,genuine,350.0,-5.0,0.00031119,23.0,348.9213,-4.5122,-155.8848,,,
20090111_124901_s4h1A__star_spoofing__very_heavy.fts,adversarial,,,,,,,,20090111_124901_s4h1A.fts,star_spoofing,very_heavy,20090111_124901_s4h1A.fts,genuine,350.0,-5.0,0.0003198,22.0,348.9484,-4.5015,-155.8776,,,
20090111_132901_s4h1A__star_spoofing__very_heavy.fts,adversarial,,,,,,,,20090111_132901_s4h1A.fts,star_spoofing,very_heavy,20090111_132901_s4h1A.fts,genuine,350.0,-5.0,0.00029273,23.0,348.9745,-4.49,-155.8815,,,
20090111_140901_s4h1A__star_spoofing__very_heavy.fts,adversarial,,,,,,,,20090111_140901_s4h1A.fts,star_spoofing,very_heavy,20090111_140901_s4h1A.fts,genuine,350.0,-5.0,0.00029637,23.0,349.0018,-4.4799,-155.8792,,,
20090111_144901_s4h1A__star_spoofing__very_heavy.fts,adversarial,,,,,,,,20090111_144901_s4h1A.fts,star_spoofing,very_heavy,20090111_144901_s4h1A.fts,genuine,350.0,-5.0,0.00028003,23.0,349.0282,-4.4687,-155.8726,,,
20090111_152901_s4h1A__star_spoofing__very_heavy.fts,adversarial,,,,,,,,20090111_152901_s4h1A.fts,star_spoofing,very_heavy,20090111_152901_s4h1A.fts,genuine,350.0,-5.0,0.00028513,23.0,349.055,-4.4566,-155.8725,,,
20090111_160901_s4h1A__star_spoofing__very_heavy.fts,adversarial,,,,,,,,20090111_160901_s4h1A.fts,star_spoofing,very_heavy,20090111_160901_s4h1A.fts,genuine,350.0,-5.0,0.00030449,25.0,349.0813,-4.4461,-155.8797,,,
20090111_164901_s4h1A__star_spoofing__very_heavy.fts,adversarial,350.0,-5.0,0.0001397,8.0,349.1058,-4.4321,-155.8516,20090111_164901_s4h1A.fts,star_spoofing,very_heavy,20090111_164901_s4h1A.fts,genuine,350.0,-5.0,0.00024797,24.0,349.1074,-4.4346,-155.8638,-0.001599999999996271,0.0024999999999995026,0.012200000000007094
20090111_172901_s4h1A__star_spoofing__very_heavy.fts,adversarial,350.0,-5.0,0.00014247,8.0,349.1322,-4.4207,-155.8501,20090111_172901_s4h1A.fts,star_spoofing,very_heavy,20090111_172901_s4h1A.fts,genuine,350.0,-5.0,0.0002391,25.0,349.134,-4.4233,-155.8637,-0.0018000000000029104,0.0026000000000001577,0.013599999999996726
20090111_180901_s4h1A__star_spoofing__very_heavy.fts,adversarial,350.0,-5.0,0.00011731,8.0,349.1592,-4.41,-155.8443,20090111_180901_s4h1A.fts,star_spoofing,very_heavy,20090111_180901_s4h1A.fts,genuine,350.0,-5.0,0.00020953,24.0,349.1607,-4.4123,-155.8631,-0.0015000000000213731,0.0022999999999999687,0.018799999999998818
